Airport name,Year,January,February,March,April,May,June,July,August,September,October,November,December,Whole year
Nadym,2012,11489,10578,11778,12630,15996,17062,18410,17401,15988,15037,14522,14626,175517
Nazran (Magas / Sleptsovskaya),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Nalchik,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Naryan-Mar,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelkan,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Nerungri (Chulman),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Nes,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Nižneangarsk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Nizhnevartovsk,2012,37888,37714,41880,43088,48598,60442,70793,70873,54966,42959,41049,50023,600273
Nizhneudinsk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Nizhny Novgorod (Strigino),2012,36637,36553,44060,46909,61165,78170,83396,85728,82397,63570,62175,61887,742647
lower Pesha,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikolaevsk-on-Amur,2012,2151,2450,2573,2775,3026,3315,4001,4455,3925,3047,3207,3175,38100
Nikolskoye,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Novokuznetsk,2012,6938,6626,8410,8751,8798,11031,13515,16590,12153,10310,9252,10216,122590
Novosibirsk (North),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Novosibirsk (Tolmachyovo),2012,203811,194114,213297,215025,235498,298070,347386,350635,298738,259759,248855,260472,3125660
New Urengoy,2012,46481,43848,47829,48949,55338,54816,59591,60512,57114,54248,52430,52832,633988
Nogliki,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Norilsk,2012,28020,23648,27199,31283,45562,54158,56357,60245,53666,39670,31642,41041,492491
Norilьsk (But),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Noyabrsk,2012,12051,12284,13197,13495,15939,18888,20290,20744,19337,16436,15877,16231,194769
Нюрба,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Nyagan,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Luengo,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Olekminsk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
SUV,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
ohm,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Omolon,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Omsk (central),2012,51323,48873,53223,57506,66045,84800,103320,104045,85188,69974,65082,71762,861141
Omsukçan,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Eagle (South),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Orenburg (central),2012,23736,22780,27947,31163,40116,48923,58013,58314,48710,36803,32227,38976,467708
Orsk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Ossora,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Okha,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Okhotsk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Palana,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Pahachi,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Pevek,2012,905,979,1549,1773,2094,2037,2323,1975,2347,2191,1613,1799,21585
Penza,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Perm (Bakharevka),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Perm (Bolshoye Savino),2012,56851,56477,63384,68721,81547,101565,107280,112155,101405,86525,79477,83217,998604
Gerbil (Kolguev Island),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Petrozavodsk (Besovets),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Petrozavodsk (Sands),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Petropavlovsk (Yelizovo),2012,30442,30245,33340,39636,46158,58107,73928,83654,67880,50236,38761,50217,602604
Pechora,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
pioneer,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Plast,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Podkamyennaya Tunguska,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Pauline Osipenko,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Polar,2012,3227,3032,3129,3194,4400,5942,5094,6368,6388,4139,3127,4367,52407
Providence (Providence Harbor),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Pskov (crosses),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Rogachevo (Amderma-2),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Rostov-on-Don,2012,121110,108184,118669,133839,163138,182444,196343,208877,190790,158846,148439,157334,1888013
Sabetta,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Sakkırır,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Salekhard,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Samara (Kurumoch),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Samara (Smyshlyaevka),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangar,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Petersburg (Pulkovo),2012,662572,576192,686477,775794,965908,1231239,1320530,1321144,1163202,927935,769436,945494,11345923
Saransk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Saratov (central),2012,14803,15663,17942,17781,21674,26424,30298,30997,27543,26110,22122,22851,274208
Saskılah,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Svetlogorsk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
North-Yenisei,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
North Even,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Seymçan,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Simferopol,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
sheaf,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Sobolevo,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Sovetskaya Gavan,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Soviet,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Solovki,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Sochi,2012,116848,104855,115011,110973,134381,230314,314256,323178,265442,158653,119345,181205,2174461
Среднеколымск,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Stavropol (Shpakovskoye),2012,14494,14310,16009,17258,17846,19487,21871,22377,20899,20594,18660,18528,222333
Stary Oskol,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Strezhevoy,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Samsearn,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Surgut,2012,77747,74600,85690,84100,86807,114333,128446,130783,111705,91838,88804,97714,1172567
Syktyvkar,2012,18725,19957,22815,24400,27615,33990,38698,39347,32596,26904,25409,28223,338679
Taganrog (Southern),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Taz,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Таксимо,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Talakan,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Tambov,2012,293,52,0,580,1343,1460,1898,2073,1617,1864,1564,1159,13903
Container,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Tarko-Sale,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Shalym,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Tigil,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiksi,2012,721,878,1183,1499,1754,2002,3105,1737,1784,975,684,1484,17806
Tilichiki,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Tobolsk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Tolka,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomsk (Bogashevo),2012,27814,27267,30873,31624,31554,40227,41940,49649,40294,35667,31544,35314,423767
Troitsky-Pechora,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Tugur,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Travel (Mountain),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Turukhansk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Tsilma,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyumen (Plekhanovo),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyumen (Roschino),2012,74223,73997,83953,84421,94210,122563,137542,142523,117262,104970,98709,103125,1237498
Uda,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Ulan Ude (Mukhino),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Ulyanovsk (Barataevka),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Ulyanovsk (East),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Nyagan,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Flora,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Urengoy,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Usinsk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Kamchatsk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Kara,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Kuyga,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Kut,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Maya,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Nera,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Khairyuzovo,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Tsilma,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Ufa,2012,126881,116792,124468,129868,155795,183053,201774,208554,183072,161303,146581,158013,1896154
Ukhta,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Khabarovsk (MVL),2012,866,1385,1274,1603,1122,1774,1124,1922,1717,1489,1734,1455,17465
Khabarovsk (New),2012,112049,108211,120734,135263,140458,163122,194423,199174,171548,150103,139064,148559,1782708
royal,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Khanty-Mansiysk,2012,15714,18264,21813,21273,19654,24122,25612,26179,23584,21422,22772,21855,262264
Harwell,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Khatanga,2012,805,830,970,917,1591,1943,1964,2317,1343,1413,992,1371,16456
Herpuchi,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Honuu (Girl),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Khorey Vere,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
remedy,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheboksary,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Chyegdomyn,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelyabinsk (Balandino),2012,55667,54455,61277,65607,76897,98145,108587,111421,97561,85337,85436,81854,982244
Cherepovets,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Cherskiy,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Chizha,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Reads (tub),2012,10998,10841,12789,14858,17656,23864,28539,29597,22840,20520,19634,19285,231421
Çokurdah,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Çumikan,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Şarıpovo,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Shakhtars'k,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Şoyna,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Shushenskoe,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Egvekinot (Bay Cross),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekimçan,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Elista,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
ESSO,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
South kurilsk (Mendeleevo),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Yuzhno-(Khomutovo),2012,51846,50773,57779,57306,65766,79541,95059,96747,83330,70687,62073,70082,840989
Yakutsk,2012,36507,35314,44741,49138,50741,78731,98308,106400,77287,60552,53835,62869,754423
Yakutsk (Magan),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Yamburg,2012,5677,5825,5509,5413,5498,5275,5365,5273,5476,5434,5585,5485,65815
Yaroslavl (Tunoshna),2012,195,804,796,750,691,633,736,877,1091,1404,1131,828,9936
Yartsevo,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Abakan,2011,5030,4357,5839,5751,7112,10568,11913,12376,9357,7060,6459,7802,93624
Aikhal,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Loss,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Amderma,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Anadyr,2011,2946,2643,5975,5071,7212,9011,8753,8963,8402,7194,8724,6809,81703
Anapa (Vitjazevo),2011,5858,0,0,0,5,73820,148248,152365,89253,25107,13135,46163,553954
Antypayuta,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Apatite (Khibiny),2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkhangelsk (Vaskovo),2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkhangelsk (Talagy),2011,48989,47751,57980,58411,65351,74440,74713,76850,67836,59230,54214,62342,748107
Astrakhan (Narimanovo),2011,20202,19441,22844,33477,31553,29909,31864,36682,39113,34406,24359,29441,353291
Achinsk,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Trip,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Auctions,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Baykit,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnaul (Titov Name),2011,0,0,0,0,0,0,0,0,0,0,0,0,0
In Salah,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
white Mountain,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgorod,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Novy Urengoy,2011,4328,4016,4332,8341,8649,9765,11028,10683,9109,8815,8345,7946,95357
Belushi,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Usinsk,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
"Beringovsky (Branch PCF ""A / P Chukotka"")",2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Biisk,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Blagoveshchensk,2011,9529,8550,10428,11413,13095,18400,23872,25106,18131,14600,12888,15092,181104
Bovanenkovo,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Bogorodskoe,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Boguçanı,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Bodaybo,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Bratsk,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryansk,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Bugulma,2011,4445,3150,3453,4377,4413,5254,5590,5757,5014,3565,3286,4391,52695
Petrel,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanavara,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Varandey,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Верхневилюйск,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Vizhas,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Viljujsk,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Витим,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Vladivostok (Knevichi),2011,94690,89535,101880,103928,114817,130743,152322,162133,131219,125959,116375,120327,1443928
Vladikavkaz (Beslan),2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Vladimir,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Volgograd (Gumrak),2011,29582,27230,34484,39783,54483,57983,63183,70148,63395,47956,37076,47755,573058
Vologda,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Volokovaya,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Vorkuta,2011,3804,3608,4448,4874,6375,6650,6326,6368,6134,4939,4955,5316,63797
Voronezh (Chertovitskoe),2011,11996,13798,15853,18882,22655,30722,33245,33617,30584,23651,21391,23309,279703
Vuktyl,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Gelendzhik,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Gorno-Altaisk,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrible (North),2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Kervan,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Distance,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
deputy,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Dixon,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Dudinka,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Yeisk,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekaterinburg (Koltsovo),2011,197529,172311,201825,224274,269291,326089,374631,388818,340462,281460,254753,275586,3307029
Ekaterinburg (Uktus),2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Yelizovo (Avachinskiy),2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Pitorafik,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Erbogaçen,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Jigansk,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Zhukovsky,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Gulf Lawrence (Lawrence),2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Zeyskaya,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Zonalnoe,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Zыrjanka,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivanovo (Yuzhny),2011,780,564,749,628,732,832,920,882,992,770,770,784,9403
Igarka,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Izhevsk,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Izhma,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiga,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Inta,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Yoshkar-Ola,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Irkutsk,2011,73024,70172,89192,85402,88786,120840,144249,147593,116090,92991,93655,101999,1223993
Harbin,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazan,2011,60163,54947,67320,81880,107326,131035,137347,144498,134845,112738,99606,102882,1234587
Kazachinskoye (Kazachinsko),2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaliningrad (Hrabrovo),2011,72900,65009,81607,90657,101904,119533,137224,137676,115775,102423,91322,101457,1217487
Kaluga,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Karatayka,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Starobachaty,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
cedar,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Kemerovo,2011,19507,17595,21834,23835,29582,41358,43179,46709,40272,29557,24324,30705,368457
Keperveem,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-kut,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirov,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Kogalym,2011,11630,11173,11983,12088,12632,12495,13504,13307,12842,12725,12499,12443,149321
Kodinsk,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Kolpaşevo,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Komsomolsk-on-Amur,2011,644,602,1128,1003,1413,2722,3512,2389,1866,1229,17,1502,18027
Kondinskoye,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Koryaki (Koryaksky),2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Kostroma,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Kotkin,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Kotlas,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Krasnodar (Paszkowski),2011,147782,136943,165298,175350,219267,254575,280830,301586,249927,212527,184370,211678,2540133
Krasnoselkup,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Krasnoyarsk (Emelyanovo),2011,83815,81872,94950,97702,110931,159781,190011,205818,163461,133918,124315,131507,1578081
Krasnoyarsk (Cheremshanka),2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Mound,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurilsk (Clear),2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Kursk (Eastern),2011,0,0,0,0,0,0,0,0,0,0,0,0,0
red,2011,643,618,735,1473,1134,979,1851,1776,1502,1205,1208,1193,14317
Labozhskoe,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Zabaykalsk,2011,4380,4205,5424,5478,6970,6665,7009,7182,5875,5138,5084,5765,69175
Лешуконское,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Lipetsk,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Magadan (Magadan-13),2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Magadan (Falcon),2011,12681,14102,16534,17763,20257,27980,34441,36671,31236,24230,21328,23384,280607
Magnitogorsk,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Maikop,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Mom,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Manila,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
brand,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Makhachkala (Uytash),2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Mezhdurechensk,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Mezen,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Milkovo,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Mineral water,2011,52651,46077,55271,61625,74884,85870,108056,128509,108323,87742,76944,80541,966493
Peaceful,2011,23165,24693,29832,24807,29830,34071,25720,26386,23425,30824,28817,27415,328985
Moscow (Bykovo),2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Moscow (Vnukovo),2011,569329,494655,573895,582102,598555,698150,933567,976084,858945,720000,602344,691602,8299228
Moscow (Domodedovo),2011,1622649,1264252,1579972,1898609,2264928,2590387,2912932,3019101,2651653,2210217,1849898,2169509,26034107
Moscow (Ostafyevo),2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Moscow (Sheremetyevo),2011,1442261,1308717,1523942,1573338,1821113,2169579,2439212,2462693,2239572,1918350,1733641,1875674,22508092
Мотыгино,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Murmansk,2011,37202,36642,43213,45672,52209,53914,55523,54549,49197,42597,38222,46267,555207
Cape Schmidt,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Cape-Stone,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Nadym,2011,8985,8325,9167,10949,15273,13584,15375,15345,13226,12841,13605,12425,149100
Nazran (Magas / Sleptsovskaya),2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Nalchik,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Naryan-Mar,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelkan,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Nerungri (Chulman),2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Nes,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Nižneangarsk,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Nizhnevartovsk,2011,39146,32896,40317,41661,44661,56813,66191,65637,52095,42532,40838,47526,570313
Nizhneudinsk,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Nizhny Novgorod (Strigino),2011,18761,16387,17315,20641,35935,51489,57008,58506,55467,45093,42494,38100,457196
lower Pesha,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikolaevsk-on-Amur,2011,2066,1913,2166,2330,2494,2647,3662,3735,2945,2450,2998,2673,32079
Nikolskoye,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Novokuznetsk,2011,8010,7606,8764,6935,6530,10483,14003,14100,10121,8333,7012,9263,111160
Novosibirsk (North),2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Novosibirsk (Tolmachyovo),2011,155796,147521,169344,179138,195593,243129,294165,312934,260594,227212,216219,218331,2619976
New Urengoy,2011,36344,34321,39847,43354,47978,48925,53257,56534,53594,47376,46570,46191,554291
Nogliki,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Norilsk,2011,24449,20623,23510,28225,42806,51245,53847,56056,50243,35956,28126,37735,452821
Norilьsk (But),2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Noyabrsk,2011,10952,10913,11652,12393,13348,14718,15896,14797,13821,13762,14037,13299,159588
Нюрба,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Nyagan,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Luengo,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Olekminsk,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
SUV,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
ohm,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Omolon,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Omsk (central),2011,36823,34576,41861,44043,52868,73454,92348,95524,76817,60433,54809,60323,723879
Omsukçan,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Eagle (South),2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Orenburg (central),2011,23293,21191,24207,26427,37012,46249,54851,59013,48326,37788,29339,37063,444759
Orsk,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Ossora,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Okha,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Okhotsk,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Palana,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Pahachi,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Pevek,2011,850,664,1257,1640,1878,2362,2507,2374,2475,2063,1460,1775,21305
Penza,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Perm (Bakharevka),2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Perm (Bolshoye Savino),2011,49636,45072,55511,60147,74833,90231,94341,98661,92047,78213,70121,73528,882341
Gerbil (Kolguev Island),2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Petrozavodsk (Besovets),2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Petrozavodsk (Sands),2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Petropavlovsk (Yelizovo),2011,28240,26136,31038,34353,42195,54099,70593,76354,64300,49476,38008,46799,561591
Pechora,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
pioneer,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Plast,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Podkamyennaya Tunguska,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Pauline Osipenko,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Polar,2011,3135,2882,3217,3305,4411,5260,5093,5409,5084,4053,3353,4109,49311
Providence (Providence Harbor),2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Pskov (crosses),2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Rogachevo (Amderma-2),2011,0,0,0,0,0,0,0,0,0,0,0,0,0
